Sport,Age,Height,Weight,Sex
Athletics,23.0,,,M
Athletics,23.0,,,M
Cycling,24.0,180.0,71.0,M
Hockey,25.0,,,M
Basketball,23.0,208.0,118.0,M
Canoeing,34.0,169.0,61.0,F
Basketball,25.0,,,M
Athletics,27.0,,,M
Athletics,27.0,,,M
Handball,27.0,173.0,70.0,F
Football,28.0,,,M
Basketball,21.0,183.0,76.0,M
Sailing,27.0,188.0,95.0,M
Sailing,39.0,186.0,100.0,M
Swimming,24.0,177.0,70.0,F
Sailing,30.0,185.0,80.0,M
Swimming,22.0,171.0,58.0,F
Swimming,22.0,171.0,58.0,F
Cycling,,,,M
Tug-Of-War,29.0,,94.0,M
Football,19.0,183.0,74.0,M
Shooting,19.0,168.0,68.0,M
Handball,29.0,173.0,68.0,F
Weightlifting,23.0,190.0,53.0,F
Badminton,34.0,189.0,80.0,M
Athletics,33.0,181.0,94.0,M
Taekwondo,23.0,177.0,67.0,M
Trampolining,23.0,170.0,58.0,M
Weightlifting,21.0,175.0,77.0,M
Athletics,23.0,171.0,70.0,F
Weightlifting,27.0,172.0,77.0,M
Athletics,18.0,160.0,45.0,F
Tennis,28.0,180.0,74.0,M
Swimming,23.0,175.0,65.0,F
Swimming,23.0,175.0,65.0,F
Weightlifting,26.0,175.0,85.0,M
Swimming,23.0,182.0,76.0,M
Swimming,23.0,182.0,76.0,M
Swimming,23.0,182.0,76.0,M
Athletics,20.0,178.0,65.0,F
Hockey,21.0,,,M
Fencing,31.0,178.0,79.0,M
Fencing,31.0,178.0,79.0,M
Football,19.0,173.0,81.0,M
Rowing,24.0,199.0,100.0,M
Athletics,31.0,,,M
Football,20.0,169.0,,M
Hockey,25.0,,,M
Synchronized Swimming,21.0,170.0,63.0,F
Judo,27.0,180.0,81.0,M
Hockey,28.0,160.0,57.0,F
Athletics,31.0,178.0,68.0,M
Fencing,30.0,,,M
Fencing,30.0,,,M
Swimming,19.0,175.0,65.0,F
Wrestling,22.0,,,M
Athletics,27.0,191.0,104.0,M
Gymnastics,25.0,,,M
Gymnastics,25.0,,,M
Gymnastics,25.0,,,M
Gymnastics,25.0,,,M
Gymnastics,25.0,,,M
Gymnastics,25.0,,,M
Gymnastics,25.0,,,M
Gymnastics,25.0,,,M
Badminton,23.0,177.0,73.0,F
Athletics,24.0,182.0,68.0,M
Art Competitions,30.0,,,M
Shooting,33.0,162.0,48.0,F
Beach Volleyball,26.0,181.0,70.0,F
Athletics,21.0,172.0,56.0,F
Athletics,20.0,,,M
Art Competitions,69.0,,,M
Rowing,33.0,184.0,71.0,M
Triathlon,23.0,177.0,65.0,M
Art Competitions,66.0,,,F
Athletics,23.0,163.0,50.0,F
Shooting,43.0,164.0,62.0,F
Shooting,43.0,164.0,62.0,F
Shooting,36.0,176.0,73.0,M
Shooting,36.0,176.0,73.0,M
Athletics,22.0,178.0,,M
Athletics,22.0,178.0,,M
Athletics,22.0,178.0,,M
Athletics,22.0,178.0,,M
Athletics,27.0,190.0,79.0,M
Table Tennis,33.0,157.0,62.0,F
Athletics,22.0,183.0,76.0,M
Basketball,25.0,185.0,81.0,M
Modern Pentathlon,21.0,,,M
Fencing,,,,M
Fencing,,,,M
Wrestling,23.0,,,M
Art Competitions,42.0,,,M
Football,28.0,,,M
Athletics,23.0,181.0,73.0,M
Handball,32.0,181.0,67.0,F
Swimming,23.0,,,M
Swimming,23.0,,,M
Swimming,23.0,,,M
Athletics,22.0,190.0,75.0,M
Athletics,22.0,190.0,75.0,M
Swimming,17.0,,,F
Swimming,17.0,,,F
Shooting,28.0,,,M
Table Tennis,32.0,181.0,82.0,M
Shooting,21.0,171.0,60.0,F
Athletics,21.0,179.0,70.0,M
Athletics,21.0,179.0,70.0,M
Athletics,21.0,179.0,70.0,M
Art Competitions,29.0,,,M
Athletics,25.0,181.0,72.0,M
Athletics,25.0,181.0,72.0,M
Swimming,15.0,153.0,60.0,F
Wrestling,21.0,,,M
Athletics,21.0,,,M
Athletics,21.0,,,M
Athletics,21.0,,,M
Athletics,,,,M
Athletics,,,,M
Athletics,,,,M
Synchronized Swimming,24.0,166.0,54.0,F
Fencing,28.0,170.0,63.0,F
Fencing,28.0,170.0,63.0,F
Diving,26.0,165.0,62.0,M
Athletics,21.0,169.0,52.0,M
Rowing,25.0,184.0,74.0,F
Judo,31.0,162.0,57.0,F
Beach Volleyball,21.0,183.0,77.0,M
Athletics,24.0,175.0,60.0,F
Swimming,32.0,183.0,76.0,M
Sailing,32.0,178.0,77.0,F
Swimming,21.0,167.0,,M
Boxing,23.0,178.0,,M
Swimming,20.0,178.0,65.0,F
Swimming,20.0,178.0,65.0,F
Athletics,31.0,180.0,77.0,M
Cycling,23.0,,,M
Cycling,23.0,,,M
Athletics,30.0,153.0,47.0,F
Gymnastics,28.0,,,M
Hockey,29.0,171.0,73.0,M
Athletics,22.0,,,M
Athletics,20.0,,,F
Athletics,20.0,,,F
Rowing,29.0,200.0,100.0,M
Figure Skating,,,,F
Sailing,30.0,156.0,60.0,F
Rowing,38.0,202.0,105.0,M
Equestrianism,27.0,180.0,75.0,F
Swimming,33.0,169.0,53.0,F
Cycling,19.0,,,M
Cycling,19.0,,,M
Athletics,30.0,180.0,,M
Athletics,30.0,180.0,,M
Athletics,30.0,180.0,,M
Art Competitions,,,,M
Shooting,34.0,,,M
Shooting,34.0,,,M
Hockey,23.0,,,M
Fencing,41.0,,,M
Athletics,27.0,188.0,78.0,M
Swimming,18.0,,,F
Canoeing,35.0,,,M
Canoeing,35.0,,,M
Athletics,28.0,180.0,85.0,F
Jeu De Paume,29.0,,,M
Athletics,31.0,189.0,120.0,M
Water Polo,22.0,178.0,66.0,F
Fencing,27.0,186.0,78.0,M
Fencing,27.0,186.0,78.0,M
Badminton,24.0,167.0,58.0,F
Table Tennis,23.0,175.0,72.0,M
Hockey,25.0,172.0,62.0,F
Athletics,27.0,184.0,80.0,F
Hockey,31.0,174.0,70.0,F
Volleyball,25.0,189.0,76.0,F
Basketball,29.0,183.0,79.0,F
Weightlifting,23.0,164.0,56.0,M
Sailing,40.0,173.0,,M
Football,21.0,176.0,71.0,M
Rowing,28.0,,,M
Art Competitions,49.0,,,M
Hockey,28.0,165.0,66.0,F
Gymnastics,12.0,,,F
Athletics,26.0,185.0,76.0,M
Athletics,26.0,185.0,76.0,M
Athletics,26.0,185.0,76.0,M
Shooting,40.0,174.0,118.0,M
Rowing,19.0,186.0,75.0,F
Sailing,21.0,158.0,60.0,F
Sailing,25.0,158.0,63.0,F
Weightlifting,27.0,170.0,105.0,M
Table Tennis,32.0,174.0,70.0,M
Rowing,20.0,,,M
Rowing,22.0,,,M
Basketball,37.0,200.0,,M
Athletics,26.0,187.0,80.0,F
Athletics,27.0,165.0,52.0,F
Basketball,27.0,198.0,103.0,M
Sailing,41.0,,,M
Sailing,17.0,,,M
Hockey,27.0,180.0,75.0,M
Athletics,26.0,,,F
Wrestling,19.0,,,M
Wrestling,19.0,,,M
Sailing,31.0,,,M
Lacrosse,31.0,,,M
Athletics,20.0,,,M
Rowing,20.0,,82.0,M
Canoeing,26.0,,,M
Canoeing,26.0,,,M
Rowing,28.0,,54.0,M
Swimming,18.0,172.0,70.0,F
Swimming,18.0,172.0,70.0,F
Swimming,20.0,183.0,70.0,F
Trampolining,23.0,158.0,54.0,F
Hockey,28.0,172.0,67.0,F
Basketball,25.0,168.0,61.0,F
Canoeing,23.0,182.0,91.0,M
Rowing,24.0,175.0,68.0,F
Wrestling,33.0,170.0,60.0,M
Water Polo,32.0,191.0,91.0,M
Judo,25.0,190.0,90.0,M
Athletics,27.0,158.0,44.0,F
Equestrianism,48.0,168.0,63.0,F
Equestrianism,48.0,168.0,63.0,F
Cycling,,,,M
Rowing,24.0,,,M
Football,20.0,167.0,67.0,M
Athletics,26.0,168.0,58.0,F
Athletics,26.0,168.0,58.0,F
Football,,,,M
Equestrianism,40.0,183.0,73.0,M
Shooting,36.0,,,M
Shooting,36.0,,,M
Hockey,26.0,175.0,76.0,M
Wrestling,27.0,177.0,80.0,M
Gymnastics,25.0,,,M
Gymnastics,18.0,,,M
Cycling,21.0,165.0,63.0,F
Badminton,26.0,169.0,61.0,F
Sailing,24.0,183.0,84.0,M
Boxing,25.0,177.0,69.0,M
Football,25.0,,,M
Swimming,18.0,176.0,72.0,M
Rhythmic Gymnastics,21.0,172.0,54.0,F
Rowing,30.0,185.0,85.0,M
Basketball,24.0,,,M
Rowing,21.0,175.0,71.0,M
Table Tennis,17.0,161.0,57.0,F
Football,22.0,172.0,68.0,M
Table Tennis,29.0,169.0,67.0,F
Badminton,23.0,165.0,61.0,F
Weightlifting,30.0,,116.0,M
Cycling,,,,M
Cycling,,,,M
Cycling,,,,M
Shooting,24.0,169.0,57.0,F
Handball,28.0,192.0,110.0,M
Athletics,40.0,,,M
Athletics,36.0,173.0,61.0,F
Athletics,20.0,187.0,77.0,M
Swimming,23.0,194.0,77.0,M
Boxing,26.0,157.0,,F
Gymnastics,,,,M
Athletics,27.0,,,F
Swimming,30.0,188.0,80.0,M
Swimming,30.0,188.0,80.0,M
Swimming,21.0,198.0,94.0,M
Swimming,21.0,198.0,94.0,M
Swimming,21.0,198.0,94.0,M
Swimming,21.0,198.0,94.0,M
Weightlifting,32.0,,82.0,M
Hockey,24.0,169.0,61.0,F
Rowing,30.0,187.0,76.0,F
Basketball,25.0,,,M
Football,,,,M
Fencing,40.0,,,F
Athletics,30.0,178.0,69.0,M
Equestrianism,29.0,183.0,68.0,M
Equestrianism,29.0,183.0,68.0,M
Athletics,26.0,184.0,79.0,M
Wrestling,,,,M
Athletics,,,,M
Athletics,,,,M
Athletics,19.0,163.0,51.0,F
Athletics,24.0,188.0,84.0,M
Water Polo,25.0,,,M
Canoeing,,,,M
Sailing,48.0,188.0,97.0,M
Rowing,19.0,194.0,98.0,M
Rowing,21.0,,,M
Cycling,24.0,,,M
Cycling,24.0,,,M
Fencing,32.0,169.0,55.0,F
Fencing,32.0,169.0,55.0,F
Athletics,27.0,167.0,58.0,F
Swimming,19.0,190.0,87.0,M
Swimming,19.0,190.0,87.0,M
Boxing,18.0,,,M
Cycling,25.0,174.0,57.0,F
Athletics,30.0,204.0,142.0,M
Water Polo,38.0,,,M
Canoeing,29.0,170.0,72.0,F
Judo,26.0,,60.0,M
Weightlifting,22.0,178.0,94.0,M
Rhythmic Gymnastics,17.0,172.0,48.0,F
Judo,33.0,180.0,100.0,M
Weightlifting,25.0,158.0,56.0,M
Tennis,24.0,176.0,65.0,F
Athletics,26.0,178.0,68.0,M
Athletics,21.0,185.0,84.0,M
Shooting,41.0,169.0,63.0,F
Athletics,24.0,170.0,67.0,M
Athletics,24.0,170.0,67.0,M
Canoeing,32.0,196.0,100.0,M
Wrestling,24.0,200.0,125.0,M
Sailing,32.0,184.0,78.0,M
Art Competitions,71.0,,,M
Water Polo,39.0,190.0,95.0,M
Athletics,23.0,182.0,70.0,F
Wrestling,24.0,180.0,66.0,M
Shooting,22.0,161.0,51.0,F
Shooting,22.0,161.0,51.0,F
Gymnastics,24.0,155.0,46.0,F
Gymnastics,24.0,155.0,46.0,F
Gymnastics,24.0,155.0,46.0,F
Gymnastics,24.0,155.0,46.0,F
Gymnastics,24.0,155.0,46.0,F
Rhythmic Gymnastics,21.0,169.0,46.0,F
Athletics,25.0,185.0,78.0,M
Basketball,,,,M
Taekwondo,19.0,174.0,57.0,F
Athletics,37.0,169.0,55.0,M
Cycling,16.0,,,M
Cycling,16.0,,,M
Cycling,16.0,,,M
Gymnastics,18.0,163.0,64.0,F
Gymnastics,18.0,163.0,64.0,F
Gymnastics,18.0,163.0,64.0,F
Gymnastics,18.0,163.0,64.0,F
Gymnastics,18.0,163.0,64.0,F
Archery,22.0,180.0,87.0,M
Athletics,26.0,188.0,88.0,M
Athletics,26.0,188.0,88.0,M
Athletics,33.0,177.0,70.0,M
Athletics,33.0,177.0,70.0,M
Swimming,,,,M
Swimming,,,,M
Swimming,29.0,174.0,70.0,M
Gymnastics,32.0,,,M
Gymnastics,32.0,,,M
Gymnastics,32.0,,,M
Gymnastics,32.0,,,M
Gymnastics,32.0,,,M
Gymnastics,32.0,,,M
Gymnastics,32.0,,,M
Gymnastics,32.0,,,M
Canoeing,30.0,175.0,76.0,M
Canoeing,30.0,175.0,76.0,M
Athletics,29.0,169.0,60.0,M
Athletics,29.0,169.0,60.0,M
Athletics,29.0,169.0,60.0,M
Fencing,,,,F
Hockey,32.0,,,M
Judo,24.0,198.0,133.0,M
Water Polo,24.0,187.0,87.0,M
Swimming,28.0,196.0,84.0,M
Swimming,28.0,196.0,84.0,M
Cycling,20.0,,,M
Judo,26.0,161.0,58.0,F
Athletics,27.0,,,M
Athletics,27.0,,,M
Football,18.0,,,M
Wrestling,23.0,,,M
Diving,32.0,,,M
Diving,32.0,,,M
Basketball,,,,M
Art Competitions,28.0,,,M
Art Competitions,28.0,,,M
Art Competitions,28.0,,,M
Rowing,27.0,,,M
Art Competitions,56.0,,,F
Judo,28.0,169.0,63.0,F
Taekwondo,26.0,182.0,69.0,F
Taekwondo,19.0,185.0,58.0,M
Volleyball,26.0,182.0,65.0,F
Judo,23.0,185.0,90.0,M
Shooting,26.0,154.0,59.0,F
Shooting,26.0,154.0,59.0,F
Athletics,21.0,184.0,100.0,M
Athletics,23.0,167.0,60.0,F
Hockey,25.0,154.0,57.0,F
Water Polo,27.0,194.0,101.0,M
Fencing,42.0,,,M
Fencing,42.0,,,M
Fencing,42.0,,,M
Swimming,21.0,199.0,99.0,M
Swimming,25.0,180.0,69.0,F
Swimming,25.0,180.0,69.0,F
Swimming,25.0,180.0,69.0,F
Athletics,20.0,191.0,82.0,M
Art Competitions,44.0,,,M
Swimming,,,,M
Athletics,23.0,163.0,53.0,F
Athletics,25.0,173.0,63.0,M
Water Polo,18.0,202.0,105.0,M
Taekwondo,20.0,180.0,72.0,F
Basketball,34.0,177.0,67.0,F
Cycling,28.0,184.0,66.0,M
Fencing,25.0,,,M
Diving,28.0,,,M
Football,21.0,187.0,78.0,M
Football,20.0,175.0,75.0,M
Cycling,24.0,157.0,57.0,F
Athletics,23.0,177.0,80.0,M
Weightlifting,27.0,167.0,63.0,F
Weightlifting,26.0,161.0,63.0,F
Athletics,27.0,173.0,59.0,F
Hockey,,,,M
Boxing,23.0,171.0,64.0,M
Fencing,32.0,,,M
Fencing,29.0,,,M
Fencing,29.0,,,M
Fencing,29.0,,,M
Fencing,24.0,,,M
Fencing,24.0,,,M
Equestrianism,37.0,,,M
Equestrianism,37.0,,,M
Wrestling,26.0,157.0,55.0,M
Weightlifting,22.0,173.0,155.0,F
Swimming,19.0,170.0,80.0,M
Handball,29.0,170.0,75.0,F
Football,28.0,157.0,61.0,F
Rowing,21.0,,,M
Rowing,23.0,179.0,72.0,F
Swimming,34.0,192.0,87.0,M
Athletics,21.0,165.0,51.0,F
Athletics,21.0,165.0,51.0,F
Water Polo,27.0,199.0,113.0,M
Football,23.0,,,M
Wrestling,26.0,173.0,74.0,M
Athletics,31.0,172.0,68.0,M
Football,32.0,,,M
Gymnastics,,,,M
Athletics,25.0,185.0,100.0,M
Athletics,20.0,,46.0,F
Athletics,,,,M
Handball,30.0,195.0,100.0,M
Hockey,29.0,173.0,75.0,M
Cycling,25.0,175.0,68.0,M
Rowing,22.0,188.0,89.0,M
Volleyball,26.0,174.0,64.0,F
Weightlifting,25.0,165.0,69.0,F
Wrestling,28.0,166.0,55.0,M
Cycling,27.0,179.0,71.0,M
Basketball,24.0,,,M
Shooting,37.0,,,M
Basketball,25.0,185.0,79.0,F
Athletics,22.0,175.0,57.0,F
Athletics,22.0,175.0,57.0,F
Athletics,22.0,175.0,57.0,F
Wrestling,34.0,174.0,75.0,F
Athletics,27.0,165.0,57.0,M
Art Competitions,34.0,,,M
Art Competitions,34.0,,,M
Wrestling,23.0,186.0,125.0,M
Rowing,,,,M
Handball,24.0,197.0,102.0,M
Boxing,18.0,169.0,,M
Gymnastics,21.0,164.0,47.0,F
Gymnastics,21.0,164.0,47.0,F
Fencing,,,,M
Hockey,27.0,159.0,52.0,F
Swimming,25.0,173.0,58.0,F
Swimming,25.0,173.0,58.0,F
Art Competitions,54.0,,,M
Gymnastics,29.0,160.0,52.0,M
Gymnastics,29.0,160.0,52.0,M
Sailing,34.0,191.0,100.0,M
Rowing,29.0,191.0,94.0,M
Cycling,24.0,177.0,76.0,M
Athletics,24.0,187.0,79.0,M
Football,24.0,173.0,72.0,M
Figure Skating,,,,M
Rowing,21.0,183.0,69.0,F
Diving,32.0,,,M
Shooting,27.0,,,M
Gymnastics,19.0,,,M
Gymnastics,,,,M
Fencing,31.0,178.0,76.0,M
Athletics,29.0,185.0,77.0,M
Athletics,29.0,185.0,77.0,M
Athletics,25.0,184.0,70.0,M
Hockey,22.0,183.0,73.0,M
Synchronized Swimming,23.0,171.0,56.0,F
Synchronized Swimming,23.0,171.0,56.0,F
Equestrianism,31.0,175.0,61.0,M
Equestrianism,31.0,175.0,61.0,M
Athletics,24.0,173.0,67.0,F
Canoeing,29.0,193.0,92.0,M
Art Competitions,39.0,,,M
Cycling,,,,M
Cycling,,,,M
Cycling,,,,M
Cycling,,,,M
Swimming,23.0,171.0,70.0,F
Judo,23.0,173.0,67.0,F
Art Competitions,48.0,,,M
Sailing,26.0,173.0,70.0,M
Handball,30.0,176.0,70.0,F
Hockey,29.0,165.0,56.0,F
Athletics,25.0,189.0,69.0,F
Athletics,19.0,195.0,97.0,M
Athletics,24.0,174.0,80.0,F
Shooting,48.0,,,M
Shooting,31.0,162.0,61.0,F
Shooting,31.0,162.0,61.0,F
Football,23.0,,,M
Beach Volleyball,28.0,176.0,68.0,F
Athletics,28.0,180.0,60.0,M
Athletics,27.0,182.0,86.0,M
Diving,19.0,,,M
Basketball,27.0,211.0,125.0,M
Athletics,28.0,198.0,112.0,M
Athletics,22.0,189.0,77.0,M
Basketball,22.0,,,M
Judo,30.0,183.0,81.0,M
Equestrianism,35.0,,,M
Equestrianism,35.0,,,M
Equestrianism,35.0,,,M
Equestrianism,35.0,,,M
Badminton,19.0,172.0,65.0,F
Swimming,26.0,187.0,82.0,M
Basketball,32.0,,,M
Sailing,36.0,177.0,65.0,M
Fencing,34.0,,,M
Athletics,,,,M
Water Polo,25.0,,,M
Wrestling,25.0,180.0,84.0,M
Swimming,18.0,175.0,67.0,F
Diving,22.0,,,M
Diving,22.0,,,M
Handball,27.0,190.0,90.0,M
Shooting,32.0,168.0,52.0,F
Shooting,48.0,183.0,85.0,M
Gymnastics,20.0,,,M
Art Competitions,46.0,,,F
Cycling,33.0,181.0,81.0,M
Weightlifting,23.0,175.0,85.0,M
Handball,26.0,188.0,81.0,M
Swimming,24.0,195.0,83.0,M
Cycling,32.0,182.0,75.0,M
Handball,23.0,212.0,101.0,M
Basketball,,,,M
Fencing,28.0,174.0,68.0,F
Fencing,28.0,174.0,68.0,F
Gymnastics,16.0,160.0,46.0,F
Gymnastics,16.0,160.0,46.0,F
Modern Pentathlon,27.0,181.0,75.0,M
Wrestling,20.0,,,M
Rowing,33.0,182.0,72.0,F
Modern Pentathlon,28.0,166.0,55.0,F
Swimming,18.0,187.0,72.0,M
Athletics,29.0,178.0,85.0,M
Hockey,,,,M
Basketball,28.0,207.0,104.0,M
Boxing,19.0,176.0,60.0,M
Wrestling,21.0,186.0,84.0,M
Shooting,31.0,172.0,77.0,M
Shooting,,,,M
Fencing,31.0,,,M
Fencing,31.0,,,M
Swimming,,,,F
Rugby,,,,M
Swimming,18.0,,,M
Swimming,18.0,,,M
Swimming,22.0,183.0,67.0,F
Boxing,21.0,181.0,75.0,F
Athletics,39.0,186.0,115.0,M
Swimming,16.0,,,F
Basketball,23.0,,,M
Football,26.0,162.0,58.0,F
Volleyball,21.0,178.0,71.0,F
Art Competitions,52.0,,,M
Art Competitions,52.0,,,M
Athletics,24.0,,,F
Rowing,24.0,186.0,77.0,F
Cycling,31.0,,,M
Cycling,31.0,,,M
Cycling,31.0,,,M
Cycling,31.0,,,M
Cycling,31.0,,,M
Cycling,31.0,,,M
Wrestling,23.0,,70.0,M
Water Polo,,,,M
Canoeing,33.0,170.0,73.0,M
Modern Pentathlon,,,,M
Sailing,,,,M
Water Polo,18.0,,,M
Athletics,18.0,179.0,63.0,M
Beach Volleyball,30.0,170.0,57.0,F
Shooting,,,,M
Rowing,23.0,,,M
Equestrianism,32.0,188.0,79.0,M
Equestrianism,32.0,188.0,79.0,M
Handball,24.0,172.0,72.0,F
Rowing,24.0,189.0,97.0,M
Cycling,25.0,176.0,63.0,M
Water Polo,35.0,177.0,80.0,M
Athletics,31.0,163.0,50.0,F
Hockey,19.0,184.0,81.0,M
Athletics,24.0,173.0,65.0,F
Shooting,39.0,,,M
Equestrianism,38.0,183.0,74.0,M
Equestrianism,38.0,183.0,74.0,M
Boxing,22.0,,,M
Cycling,22.0,169.0,57.0,F
Football,30.0,,,M
Weightlifting,20.0,158.0,69.0,M
Lacrosse,20.0,,,M
Fencing,28.0,,,F
Athletics,29.0,190.0,135.0,M
Cycling,27.0,186.0,75.0,M
Cycling,27.0,186.0,75.0,M
Shooting,41.0,,,M
Athletics,28.0,180.0,76.0,M
Athletics,28.0,180.0,76.0,M
Athletics,28.0,180.0,76.0,M
Swimming,,,,M
Athletics,33.0,,,M
Fencing,45.0,,,M
Basketball,21.0,,,M
Shooting,21.0,161.0,51.0,F
Athletics,23.0,168.0,52.0,F
Boxing,18.0,,,M
Shooting,51.0,170.0,73.0,M
Athletics,31.0,180.0,106.0,M
Sailing,35.0,173.0,70.0,M
Football,21.0,181.0,77.0,M
Football,23.0,189.0,79.0,M
Fencing,27.0,,,M
Fencing,27.0,,,M
Athletics,26.0,157.0,59.0,F
Boxing,22.0,,,M
Fencing,29.0,170.0,59.0,F
Tennis,29.0,176.0,68.0,F
Tennis,29.0,176.0,68.0,F
Football,22.0,170.0,70.0,M
Water Polo,,,,M
Basketball,36.0,,,M
Swimming,24.0,,,M
Equestrianism,35.0,,,M
Equestrianism,35.0,,,M
Swimming,23.0,,,M
Swimming,23.0,,,M
Swimming,23.0,,,M
Athletics,33.0,173.0,59.0,F
Athletics,25.0,166.0,60.0,F
Equestrianism,46.0,,,M
Equestrianism,46.0,,,M
Badminton,22.0,177.0,70.0,M
Athletics,23.0,172.0,95.0,F
Taekwondo,26.0,172.0,67.0,F
Shooting,44.0,173.0,65.0,M
Swimming,24.0,179.0,64.0,F
Athletics,25.0,172.0,59.0,F
Football,29.0,162.0,56.0,F
Wrestling,25.0,180.0,77.0,F
Fencing,33.0,169.0,59.0,F
Athletics,26.0,168.0,54.0,M
Cycling,20.0,171.0,,M
Cycling,20.0,171.0,,M
Cycling,20.0,171.0,,M
Canoeing,,,,M
Rowing,19.0,199.0,96.0,M
Athletics,21.0,176.0,66.0,M
Athletics,21.0,176.0,66.0,M
Shooting,27.0,,,M
Sailing,34.0,170.0,62.0,F
Athletics,30.0,164.0,57.0,F
Athletics,27.0,170.0,55.0,F
Lacrosse,,,,M
Athletics,22.0,190.0,85.0,M
Athletics,25.0,186.0,67.0,M
Athletics,24.0,176.0,76.0,M
Swimming,15.0,,,M
Gymnastics,24.0,,,M
Gymnastics,34.0,,,M
Gymnastics,34.0,,,M
Gymnastics,34.0,,,M
Gymnastics,34.0,,,M
Gymnastics,34.0,,,M
Gymnastics,34.0,,,M
Gymnastics,34.0,,,M
Gymnastics,34.0,,,M
Rowing,22.0,,,M
Fencing,18.0,188.0,81.0,M
Fencing,18.0,188.0,81.0,M
Water Polo,,,,M
Canoeing,33.0,,,M
Weightlifting,36.0,,75.0,M
Athletics,20.0,,,F
Athletics,20.0,,,F
Rowing,23.0,178.0,75.0,F
Volleyball,36.0,202.0,90.0,M
Shooting,24.0,170.0,68.0,F
Fencing,44.0,,,M
Fencing,44.0,,,M
Athletics,28.0,186.0,81.0,M
Weightlifting,19.0,174.0,77.0,M
Judo,29.0,172.0,67.0,M
Football,24.0,172.0,65.0,M
Basketball,25.0,199.0,105.0,M
Weightlifting,22.0,163.0,69.0,M
Football,29.0,169.0,68.0,M
Athletics,28.0,189.0,94.0,M
Swimming,29.0,185.0,84.0,M
Water Polo,31.0,195.0,95.0,M
Athletics,22.0,178.0,70.0,F
Badminton,36.0,169.0,65.0,M
Football,,,,M
Football,28.0,153.0,54.0,F
Boxing,26.0,170.0,55.0,M
Art Competitions,,,,F
Water Polo,25.0,171.0,69.0,F
Cycling,20.0,,,M
Cycling,20.0,,,M
Athletics,17.0,190.0,92.0,M
Cycling,31.0,,,M
Cycling,31.0,,,M
Athletics,28.0,178.0,76.0,M
Athletics,28.0,178.0,76.0,M
Gymnastics,21.0,163.0,65.0,M
Gymnastics,21.0,163.0,65.0,M
Gymnastics,21.0,163.0,65.0,M
Gymnastics,21.0,163.0,65.0,M
Gymnastics,21.0,163.0,65.0,M
Gymnastics,21.0,163.0,65.0,M
Gymnastics,21.0,163.0,65.0,M
Gymnastics,21.0,163.0,65.0,M
Canoeing,28.0,,,M
Canoeing,28.0,,,M
Swimming,22.0,190.0,90.0,M
Volleyball,31.0,182.0,68.0,F
Wrestling,30.0,160.0,48.0,F
Tennis,31.0,185.0,90.0,M
Tennis,31.0,185.0,90.0,M
Football,26.0,164.0,61.0,F
Canoeing,25.0,,,M
Boxing,29.0,162.0,51.0,F
Athletics,30.0,177.0,80.0,F
Art Competitions,,,,M
Athletics,24.0,180.0,82.0,M
Rhythmic Gymnastics,18.0,167.0,48.0,F
Swimming,28.0,184.0,84.0,M
Swimming,28.0,184.0,84.0,M
Swimming,28.0,184.0,84.0,M
Shooting,36.0,174.0,73.0,M
Shooting,36.0,174.0,73.0,M
Judo,24.0,163.0,57.0,F
Wrestling,26.0,168.0,60.0,M
Swimming,22.0,168.0,65.0,F
Swimming,22.0,168.0,65.0,F
Swimming,22.0,168.0,65.0,F
Swimming,21.0,166.0,57.0,F
Canoeing,24.0,168.0,75.0,M
Canoeing,24.0,168.0,75.0,M
Table Tennis,24.0,188.0,75.0,M
Rowing,24.0,,,M
Cycling,23.0,177.0,67.0,M
Cycling,23.0,177.0,67.0,M
Shooting,27.0,,,M
Shooting,27.0,,,M
Shooting,27.0,,,M
Shooting,27.0,,,M
Rowing,,,,M
Sailing,23.0,,,M
Swimming,18.0,197.0,98.0,M
Wrestling,22.0,164.0,56.0,F
Swimming,27.0,170.0,65.0,F
Wrestling,22.0,198.0,120.0,M
Beach Volleyball,32.0,191.0,88.0,M
Canoeing,29.0,,,M
Canoeing,29.0,,,M
Shooting,47.0,,,M
Shooting,47.0,,,M
Boxing,,,,M
Athletics,,,,M
Athletics,,,,M
Weightlifting,,,56.0,M
Swimming,36.0,172.0,60.0,F
Basketball,32.0,186.0,80.0,F
Football,26.0,159.0,51.0,F
Hockey,21.0,170.0,67.0,F
Athletics,32.0,,,M
Athletics,32.0,,,M
Athletics,25.0,176.0,94.0,F
Athletics,21.0,176.0,61.0,M
Athletics,21.0,176.0,61.0,M
Athletics,21.0,176.0,61.0,M
Shooting,38.0,,,M
Shooting,38.0,,,M
Shooting,38.0,,,M
Shooting,38.0,,,M
Shooting,32.0,165.0,80.0,M
Equestrianism,26.0,168.0,58.0,F
Judo,21.0,188.0,73.0,M
Athletics,36.0,169.0,53.0,F
Handball,25.0,168.0,71.0,F
Athletics,29.0,,,M
Athletics,29.0,,,M
Athletics,29.0,,,M
Athletics,29.0,,,M
Athletics,29.0,,,M
Art Competitions,62.0,,,M
Football,20.0,,,M
Wrestling,,,,M
Gymnastics,,,,M
Gymnastics,,,,M
Gymnastics,,,,M
Gymnastics,,,,M
Gymnastics,,,,M
Gymnastics,,,,M
Gymnastics,,,,M
Gymnastics,,,,M
Athletics,21.0,175.0,73.0,M
